表示語	解析語
kadastro	kadastro
kadavrino	kadavrino
kadenzo	kadenzo
kadenĉo	kadenĉo
kadesenco	kadesenco
kadiso	kadiso
kado	kado
kadrumo	kadrumo
kafumi	kafumi
kaguango	kaguango
kainito	kainito
kairino	kairino
kairno	kairno
kajeputo	kajeputo
kakeksio	kakeksio
kakinokbero	kakinokbero
kakinoko	kakinoko
kakografio	kakografio
kakosmio	kakosmio
kaktacoj	kaktacoj
kakuminalo	kakuminalo
kaladio	kaladio
kalamagrostido	kalamagrostido
kalaminto	kalaminto
kalamo	kalamo
kalao	kalao
kalateo	kalateo
kalazio	kalazio
kalazo	kalazo
kalaĵo	kalaĵo
kalcito	kalcito
kalefakcio	kalefakcio
kalicebo	kalicebo
kalidro	kalidro
kalipso	kalipso
kalitriko	kalitriko
kalitriksedoj	kalitriksedoj
kalitrikso	kalitrikso
kalitriso	kalitriso
kalkedonio	kalkedonio
kalkpetro	kalkpetro
kalma	kalma
kalmo	kalmo
kalmodulino	kalmodulino
kalmuko	kalmuko
kalosomo	kalosomo
kaloto	kaloto
kalozo	kalozo
kalpako	kalpako
kalumeto	kalumeto
kaluso	kaluso
kalv	kalv
kalvilo	kalvilo
kamajo	kamajo
kambiumo	kambiumo
kamecipariso	kamecipariso
kamemelo	kamemelo
kamemoro	kamemoro
kameropso	kameropso
kamikazo	kamikazo
kamizardo	kamizardo
kampadismo	kampadismo
kampanĵo	kampanĵo
kanaaro	kanaaro
kanalizacio	kanalizacio
kanango	kanango
kancerogena	kancerogena
kancerologio	kancerologio
kandido	kandido
kandidozo	kandidozo
kandizi	kandizi
kaneforo	kaneforo
kanelonoj	kanelonoj
kangurŭo	kangurŭo
kanisedoj	kanisedoj
kaniso	kaniso
kannada	kannada
kannado	kannado
kanoniero	kanoniero
kanopeo	kanopeo
kanopo	kanopo
kantianismo	kantianismo
kantiismo	kantiismo
kantileno	kantileno
kaolinito	kaolinito
kaono	kaono
kapitato	kapitato
kaponiero	kaponiero
kapotasto	kapotasto
kapsikino	kapsikino
kapuso	kapuso
kaputa	kaputa
karabedoj	karabedoj
karadriedoj	karadriedoj
karaficoj	karaficoj
karafitoj	karafitoj
karagano	karagano
karakalo	karakalo
karakalpako	karakalpako
karako	karako
karakterologio	karakterologio
karakulaĵo	karakulaĵo
karakulo	karakulo
karao	karao
karbazido	karbazido
karbazo	karbazo
karbazolo	karbazolo
karbazono	karbazono
karbeno	karbeno
karbido	karbido
karbinolo	karbinolo
karboksilo	karboksilo
karbonido	karbonido
karbonilo	karbonilo
karburatoro	karburatoro
karcino	karcino
karcinomozo	karcinomozo
kardimiopatio	kardimiopatio
kardino	kardino
kardioido	kardioido
kardiologio	kardiologio
kardiopatio	kardiopatio
kardiotomio	kardiotomio
kardjalgio	kardjalgio
kardjo	kardjo
kardjotomio	kardjotomio
karduelo	karduelo
karduo	karduo
karelo	karelo
karenco	karenco
karibuo	karibuo
karino	karino
kariokinezo	kariokinezo
kariopso	kariopso
karismo	karismo
kariso	kariso
kariteo	kariteo
karjo	karjo
karmanjolo	karmanjolo
karmelanino	karmelanino
karminativa	karminativa
karnalito	karnalito
karneolo	karneolo
karnvoruloj	karnvoruloj
karotenoidoj	karotenoidoj
karpoideoj	karpoideoj
karumo	karumo
kasiso	kasiso
kasiterito	kasiterito
kaskarilo	kaskarilo
kastaneo	kastaneo
kastoreo	kastoreo
kastrumo	kastrumo
katabolaĵo	katabolaĵo
katabolo	katabolo
katadioptriko	katadioptriko
katafora	katafora
kataforezo	kataforezo
kataforo	kataforo
kataifo	kataifo
katakrezo	katakrezo
katalekta	katalekta
kataloĝo	kataloĝo
katalpo	katalpo
kataranto	kataranto
katarto	katarto
katekolo	katekolo
katenario	katenario
katetometro	katetometro
kateĥizado	kateĥizado
kateĥizanto	kateĥizanto
kateĥizato	kateĥizato
kateĥizisto	kateĥizisto
kateĥumeno	kateĥumeno
katguto	katguto
katlejo	katlejo
katoblepo	katoblepo
katokalo	katokalo
katoptriko	katoptriko
kavaliero	kavaliero
kaviedoj	kaviedoj
kavio	kavio
kazako	kazako
kazimiro	kazimiro
kaĉigilo	kaĉigilo
kaĉuo	kaĉuo
kaĥeksia	kaĥeksia
kaĥeksio	kaĥeksio
kaĥekta	kaĥekta
kaĵo	kaĵo
kaŝ	kaŝ
kaŝuba	kaŝuba
kaŝubo	kaŝubo
kaŭkalido	kaŭkalido
kaŭlerpo	kaŭlerpo
kaŭpokso	kaŭpokso
kaŭrio	kaŭrio
kaŭsalgio	kaŭsalgio
kaŭstikizi	kaŭstikizi
kaŭteriziĝo	kaŭteriziĝo
kebraĉo	kebraĉo
kecalo	kecalo
kedivo	kedivo
kefiro	kefiro
keiro	keiro
kelaro	kelaro
kelatiganto	kelatiganto
kelatigi	kelatigi
kelatiĝi	kelatiĝi
kelato	kelato
kelicero	kelicero
keliferoj	keliferoj
kelk	kelk
keloniedoj	keloniedoj
kenomelo	kenomelo
kenotrono	kenotrono
kento	kento
keo	keo
keratino	keratino
keratito	keratito
kerato	kerato
keratozo	keratozo
kerigmo	kerigmo
keteno	keteno
ketognatoj	ketognatoj
ketogrupo	ketogrupo
ketonozo	ketonozo
keĉo	keĉo
keĉuo	keĉuo
keĝerio	keĝerio
kiasmo	kiasmo
kibici	kibici
kibico	kibico
kiblo	kiblo
kibuĉo	kibuĉo
kielo	kielo
kikaro	kikaro
kiliasmo	kiliasmo
kilopodoj	kilopodoj
kimo	kimo
kinazo	kinazo
kinestezo	kinestezo
kinezismo	kinezismo
kinezo	kinezo
kinezopatio	kinezopatio
kinhidrono	kinhidrono
kinolino	kinolino
kirala	kirala
kiraleco	kiraleco
kirmesito	kirmesito
kiro	kiro
kiromanciano	kiromanciano
kiromanciisto	kiromanciisto
kiromancio	kiromancio
kironekto	kironekto
kiropraktikisto	kiropraktikisto
kiropraktiko	kiropraktiko
kiropteroj	kiropteroj
kirurĝo	kirurĝo
kiselguro	kiselguro
kitidoj	kitidoj
kitio	kitio
kitono	kitono
kivarbusto	kivarbusto
kivujo	kivujo
kiŝo	kiŝo
kladikisto	kladikisto
kladiko	kladiko
kladodio	kladodio
kladogenezo	kladogenezo
klami	klami
klamidio	klamidio
klamido	klamido
klamidomonado	klamidomonado
klamidospermoj	klamidospermoj
klarko	klarko
klaroskuro	klaroskuro
klasta	klasta
klasto	klasto
klatro	klatro
klavario	klavario
klejstogama	klejstogama
klejstogameco	klejstogameco
klematito	klematito
klementinarbo	klementinarbo
klementinujo	klementinujo
kleomo	kleomo
klepsidro	klepsidro
klerodendro	klerodendro
kleŝo	kleŝo
klimatologio	klimatologio
klineco	klineco
klinĝo	klinĝo
klistrono	klistrono
klitocibo	klitocibo
klitorektomio	klitorektomio
klitorio	klitorio
klonano	klonano
klonaĵo	klonaĵo
klonulo	klonulo
klonuso	klonuso
kloramfenikolo	kloramfenikolo
klorato	klorato
klorelo	klorelo
kloremio	kloremio
kloridemio	kloridemio
klorito	klorito
kloroficoj	kloroficoj
klorofilazo	klorofilazo
klorofitoj	klorofitoj
kloroplasto	kloroplasto
kloropreno	kloropreno
klostridio	klostridio
klozeto	klozeto
kluziacoj	kluziacoj
kluzio	kluzio
knapo	knapo
knaŭtio	knaŭtio
knedliketo	knedliketo
knelo	knelo
knido	knido
kniduloj	kniduloj
knikado	knikado
kniki	kniki
kniko	kniko
knoto	knoto
koadjutoro	koadjutoro
koano	koano
kodekŝo	kodekŝo
kodono	kodono
koenduo	koenduo
koenzimo	koenzimo
kofeino	kofeino
kofeo	kofeo
koferdamo	koferdamo
kofero	kofero
kogna	kogna
kognado	kognado
kogni	kogni
kogno	kogno
koheno	koheno
kohobi	kohobi
kojlektomio	kojlektomio
kojlostomio	kojlostomio
kokainizo	kokainizo
kokcidio	kokcidio
kokcidiozo	kokcidiozo
koklo	koklo
kokluŝoida	kokluŝoida
kokolito	kokolito
kokolituloj	kokolituloj
kokolobo	kokolobo
koksito	koksito
koksopatio	koksopatio
kolageno	kolageno
kolatitudo	kolatitudo
koldkremo	koldkremo
koleagoga	koleagoga
kolecistito	kolecistito
koleemio	koleemio
kolektoro	kolektoro
kolektujo	kolektujo
kolelitiazo	kolelitiazo
kolemboloj	kolemboloj
kolemio	kolemio
kolenkimo	kolenkimo
koleo	koleo
koleoptilo	koleoptilo
koleorizo	koleorizo
kolesterino	kolesterino
kolibacilo	kolibacilo
kolibio	kolibio
koliklo	koliklo
kolinesterazo	kolinesterazo
kolino	kolino
kolito	kolito
kolobo	kolobo
kolobomo	kolobomo
kolormetrio	kolormetrio
kolorometrio	kolorometrio
koloŝo	koloŝo
koltro	koltro
kolumelo	kolumelo
koluro	koluro
koluteo	koluteo
kolutorio	kolutorio
komasacio	komasacio
komatogena	komatogena
kombeo	kombeo
kombinacio	kombinacio
kombinatoriko	kombinatoriko
kombineo	kombineo
kombinumo	kombinumo
kombreto	kombreto
kombuo	kombuo
komelino	komelino
komiforo	komiforo
komio	komio
komisariato	komisariato
komocii	komocii
komocio	komocio
kompaŝo	kompaŝo
kompenŝi	kompenŝi
kompleksio	kompleksio
kompletorio	kompletorio
kompresoro	kompresoro
kompromitado	kompromitado
kompromito	kompromito
kompromiŝo	kompromiŝo
kompulsa	kompulsa
kompulsi	kompulsi
kompulsio	kompulsio
kompulsopago	kompulsopago
kompunda	kompunda
komsomolano	komsomolano
komtango	komtango
komunano	komunano
komunonaj	komunonaj
konceda	konceda
koncertino	koncertino
kondilartroj	kondilartroj
kondilo	kondilo
kondilomo	kondilomo
kondrektomio	kondrektomio
kondrito	kondrito
kondro	kondro
kondromo	kondromo
kondrosteoj	kondrosteoj
kondrostomo	kondrostomo
konektivo	konektivo
konestablo	konestablo
konferenĉo	konferenĉo
konfidencio	konfidencio
konfidenĉo	konfidenĉo
konfitujo	konfitujo
konflagracio	konflagracio
konfuceismo	konfuceismo
konfuziva	konfuziva
kongeli	kongeli
kongelujo	kongelujo
kongokoloraĵoj	kongokoloraĵoj
kongoruĝo	kongoruĝo
konididona	konididona
konidio	konidio
konidioforo	konidioforo
konidiujo	konidiujo
koniino	koniino
konikoido	konikoido
konkoido	konkoido
konkologio	konkologio
konkrecio	konkrecio
konkremento	konkremento
konkurenĉo	konkurenĉo
konoido	konoido
konosamento	konosamento
konotacio	konotacio
konsentite	konsentite
konsidereco	konsidereco
konsignaĵoj	konsignaĵoj
konsigni	konsigni
konskripto	konskripto
konsolido	konsolido
konstablo	konstablo
konstantano	konstantano
konstitucianto	konstitucianto
konstitui	konstitui
konstrikti	konstrikti
konstrukcii	konstrukcii
konsubstancia	konsubstancia
konsumismo	konsumismo
kontenerizi	kontenerizi
kontinuistino	kontinuistino
kontinuisto	kontinuisto
kontinŭa	kontinŭa
kontoido	kontoido
kontra	kontra
kontrabaŝo	kontrabaŝo
kontradanco	kontradanco
kontrahi	kontrahi
kontrahiĝo	kontrahiĝo
kontraktaro	kontraktaro
kontraposto	kontraposto
kontreo	kontreo
kontribŭi	kontribŭi
kontricio	kontricio
kontumaca	kontumaca
kontumaco	kontumaco
konuklo	konuklo
konulario	konulario
konulariuloj	konulariuloj
konvaleski	konvaleski
konvalesko	konvalesko
konvekcio	konvekcio
konvekŝa	konvekŝa
konvento	konvento
konvertoro	konvertoro
konverĝeco	konverĝeco
kopaifero	kopaifero
kopaivarbo	kopaivarbo
kopaivo	kopaivo
kopaivujo	kopaivujo
kopepodoj	kopepodoj
koplo	koplo
kopreno	kopreno
kopriso	kopriso
koprofagio	koprofagio
koprolalio	koprolalio
koprolito	koprolito
kopso	kopso
kopulativo	kopulativo
koraciedoj	koraciedoj
koraklo	koraklo
korakoida	korakoida
koralino	koralino
kordeliero	kordeliero
kordialo	kordialo
koregidoro	koregidoro
koregrafio	koregrafio
koreopso	koreopso
koribanto	koribanto
koridalo	koridalo
korilo	korilo
korio	korio
korioida	korioida
korizo	korizo
kormofitoj	kormofitoj
kornedo	kornedo
koroidito	koroidito
koronariito	koronariito
koronelo	koronelo
koronilo	koronilo
korozo	korozo
korporalo	korporalo
korticio	korticio
kortikosterono	kortikosterono
kortinario	kortinario
korvedoj	korvedoj
koso	koso
kotopetro	kotopetro
kozo	kozo
koĉedoj	koĉedoj
koĉoideoj	koĉoideoj
koĉuloj	koĉuloj
koŝia	koŝia
krajto	krajto
krakso	krakso
krakto	krakto
kralo	kralo
krangono	krangono
kraniologio	kraniologio
kraterelo	kraterelo
kratono	kratono
krazo	krazo
kraŭno	kraŭno
kredenco	kredenco
krejcero	krejcero
kreko	kreko
krematorio	krematorio
krementi	krementi
kremento	kremento
kreodontoj	kreodontoj
krepiti	krepiti
krescentio	krescentio
krezolo	krezolo
kreŝo	kreŝo
kribo	kribo
krifo	krifo
krikoido	krikoido
krilo	krilo
krimologio	krimologio
krinaro	krinaro
krino	krino
krinoidoj	krinoidoj
krinozooj	krinozooj
krinumo	krinumo
krioforo	krioforo
kriolito	kriolito
kriometrio	kriometrio
krioskopio	krioskopio
kripo	kripo
kriptonimo	kriptonimo
krismo	krismo
kriso	kriso
kristaloida	kristaloida
kristaloido	kristaloido
kriticismo	kriticismo
kritmo	kritmo
krizomeledoj	krizomeledoj
krizomelo	krizomelo
krizopo	krizopo
krizoprazo	krizoprazo
krizotilo	krizotilo
krokanto	krokanto
krokedo	krokedo
kromatido	kromatido
kromatinero	kromatinero
kromatino	kromatino
kromiato	kromiato
kromiflavo	kromiflavo
kromii	kromii
kromiilo	kromiilo
kromistoj	kromistoj
kromito	kromito
kromleĥo	kromleĥo
kromofora	kromofora
kromoplasto	kromoplasto
kromosfero	kromosfero
kromotipio	kromotipio
kronaksio	kronaksio
kronostratigrafio	kronostratigrafio
krosopterigoj	krosopterigoj
krotalario	krotalario
krotonalo	krotonalo
krotono	krotono
krozoforo	krozoforo
krucifikŝo	krucifikŝo
kruoro	kruoro
krupuko	krupuko
krurumo	krurumo
ksantelasmo	ksantelasmo
ksantino	ksantino
ksantio	ksantio
ksantofilo	ksantofilo
ksantomo	ksantomo
ksantomozo	ksantomozo
ksantoproteino	ksantoproteino
ksantosomo	ksantosomo
ksenartroj	ksenartroj
ksenofobo	ksenofobo
kserodermo	kserodermo
kserofito	kserofito
kseroftalmio	kseroftalmio
ksestobio	ksestobio
ksifoido	ksifoido
ksifozuroj	ksifozuroj
ksilemo	ksilemo
ksilitolo	ksilitolo
ksilo	ksilo
ksilosteo	ksilosteo
ksilozo	ksilozo
ktenoforoj	ktenoforoj
kubebo	kubebo
kuboido	kuboido
kukui	kukui
kukumiso	kukumiso
kulano	kulano
kuliŝo	kuliŝo
kulminacio	kulminacio
kultivaro	kultivaro
kultivatoro	kultivatoro
kulverto	kulverto
kumarato	kumarato
kumarino	kumarino
kumaro	kumaro
kumeno	kumeno
kumuli	kumuli
kungfuo	kungfuo
kupeli	kupeli
kupelujo	kupelujo
kupresacoj	kupresacoj
kupreso	kupreso
kuprizi	kuprizi
kupuliferoj	kupuliferoj
kurarizo	kurarizo
kuratelo	kuratelo
kurbilo	kurbilo
kurmo	kurmo
kurmujo	kurmujo
kurumo	kurumo
kurvimetro	kurvimetro
kurŝo	kurŝo
kuso	kuso
kuspida	kuspida
kuspido	kuspido
kutiklo	kutiklo
kutino	kutino
kutireakcio	kutireakcio
kuto	kuto
kvadricepso	kvadricepso
kvadriliono	kvadriliono
kvadriremo	kvadriremo
kvadro	kvadro
kvadruplekso	kvadruplekso
kvantizanto	kvantizanto
kvarcito	kvarcito
kvarilo	kvarilo
kvarterono	kvarterono
kvasiino	kvasiino
kvaso	kvaso
kvecalo	kvecalo
kver	kver
kverkido	kverkido
kvesti	kvesti
kvestisto	kvestisto
kvesto	kvesto
kvesturo	kvesturo
kveĉo	kveĉo
kvia	kvia
kvieco	kvieco
kviki	kviki
kviko	kviko
kviniliono	kviniliono
kvintesenĉo	kvintesenĉo
kvintiliono	kvintiliono
kviviti	kviviti
kvivito	kvivito
kŝatrio	kŝatrio
kŭo	kŭo
labaro	labaro
labaĵo	labaĵo
labelo	labelo
labenzimo	labenzimo
labfermento	labfermento
labiatoj	labiatoj
labilo	labilo
labo	labo
labredoj	labredoj
labro	labro
labrusko	labrusko
lagoftalmeco	lagoftalmeco
lagoftalmo	lagoftalmo
lagostomo	lagostomo
lagranĝiano	lagranĝiano
lakario	lakario
lakearo	lakearo
lakeejo	lakeejo
lakolito	lakolito
lakrimalo	lakrimalo
laktario	laktario
laktazo	laktazo
laktono	laktono
laktukario	laktukario
lakuno	lakuno
lalai	lalai
lambado	lambado
lambdismo	lambdismo
lambdo	lambdo
lambelo	lambelo
lamblio	lamblio
lambrekino	lambrekino
lambrusko	lambrusko
lamelo	lamelo
lamentinda	lamentinda
lamno	lamno
lampetro	lampetro
lancina	lancina
lancinado	lancinado
lancini	lancini
landaŭo	landaŭo
lanti	lanti
laparo	laparo
laparoskopio	laparoskopio
lapidara	lapidara
lapiezo	lapiezo
lapilaro	lapilaro
lapilo	lapilo
lapitoj	lapitoj
lapiŝo	lapiŝo
lapsano	lapsano
lardumi	lardumi
large	large
laricio	laricio
laringologio	laringologio
laringoskopio	laringoskopio
laringotomio	laringotomio
lasanjoj	lasanjoj
latifundioj	latifundioj
latisimo	latisimo
latrono	latrono
lavandulo	lavandulo
lavsonio	lavsonio
lazarono	lazarono
laŝto	laŝto
laŭnteniso	laŭnteniso
leandro	leandro
lecideo	lecideo
lecitido	lecitido
lee	lee
legaci	legaci
legalizi	legalizi
legionelo	legionelo
legionelozo	legionelozo
legumo	legumo
leguzio	leguzio
leiŝmanio	leiŝmanio
lejŝmanio	lejŝmanio
lekanoro	lekanoro
leksikografio	leksikografio
lekto	lekto
lemniskato	lemniskato
lemnisko	lemnisko
lentibulariacoj	lentibulariacoj
lentibulario	lentibulario
lenticelo	lenticelo
lentisko	lentisko
lenŝo	lenŝo
leo	leo
leontodono	leontodono
leontopodo	leontopodo
lepado	lepado
lepidio	lepidio
lepidosaŭroj	lepidosaŭroj
lepioto	lepioto
lepisto	lepisto
leptospiro	leptospiro
leptospirozo	leptospirozo
letala	letala
levatoro	levatoro
levirato	levirato
levitacio	levitacio
leŭcino	leŭcino
leŭkanto	leŭkanto
leŭko	leŭko
leŭkocitozo	leŭkocitozo
leŭkojo	leŭkojo
leŭkomo	leŭkomo
leŭkoplasto	leŭkoplasto
leŭkopoezo	leŭkopoezo
leŭkozo	leŭkozo
liceno	liceno
licenĉo	licenĉo
lida	lida
lidaro	lidaro
lienektomio	lienektomio
lienito	lienito
lienterio	lienterio
ligazo	ligazo
ligeo	ligeo
lignino	lignino
likopersiko	likopersiko
likopodiopsidoj	likopodiopsidoj
liktoro	liktoro
likveska	likveska
likveski	likveski
lila	lila
liliopsidoj	liliopsidoj
limeo	limeo
limeujo	limeujo
limfata	limfata
limfatulo	limfatulo
limfocito	limfocito
limfoida	limfoida
limino	limino
limneo	limneo
limoneno	limoneno
limonio	limonio
limonito	limonito
limuledoj	limuledoj
linalolo	linalolo
lindulino	lindulino
lindulo	lindulo
lingamo	lingamo
linoleno	linoleno
liofilizi	liofilizi
lipazo	lipazo
lipidazo	lipidazo
lipido	lipido
lipolizo	lipolizo
lipomo	lipomo
lipotimio	lipotimio
liriodendro	liriodendro
lisamfibioj	lisamfibioj
listerio	listerio
listeriozo	listeriozo
litiazo	litiazo
litologio	litologio
litopono	litopono
litopso	litopso
litosfero	litosfero
litoskopo	litoskopo
litospermo	litospermo
litotomio	litotomio
litotricio	litotricio
litrumo	litrumo
liva	liva
livedo	livedo
livida	livida
lividaĵo	lividaĵo
livuma	livuma
lizi	lizi
lizino	lizino
liziĝi	liziĝi
lizo	lizo
lizosomo	lizosomo
lizozimo	lizozimo
liĝeo	liĝeo
liĥeno	liĥeno
lj	lj
ljamo	ljamo
lobario	lobario
lobeto	lobeto
lofiformaj	lofiformaj
lofio	lofio
lofioformaj	lofioformaj
loganbero	loganbero
loganberujo	loganberujo
loganio	loganio
lok	lok
lokalo	lokalo
lokio	lokio
lokra	lokra
lokucio	lokucio
lokustelo	lokustelo
lolherbo	lolherbo
lolio	lolio
lomo	lomo
longano	longano
longisimo	longisimo
lontana	lontana
lontano	lontano
lonĝo	lonĝo
looko	looko
loranto	loranto
lordozo	lordozo
lorio	lorio
lotuŝo	lotuŝo
loĝato	loĝato
loĥio	loĥio
luketo	luketo
luksacii	luksacii
luminalo	luminalo
lumpio	lumpio
lunato	lunato
luteino	luteino
luteo	luteo
luvi	luvi
luzitano	luzitano
macerujo	macerujo
maciso	maciso
madio	madio
madreporo	madreporo
madrigalumi	madrigalumi
maduko	maduko
madzo	madzo
madzulo	madzulo
magnetoskopo	magnetoskopo
magnetrono	magnetrono
magnolifitoj	magnolifitoj
magnoliofitoj	magnoliofitoj
magnoliopsidoj	magnoliopsidoj
magoto	magoto
mahuto	mahuto
makabra	makabra
makaono	makaono
makerio	makerio
maketo	maketo
makramo	makramo
makro	makro
makrobiotiko	makrobiotiko
makrofago	makrofago
makrolido	makrolido
maksila	maksila
maksilo	maksilo
makumbo	makumbo
malajala	malajala
malajalo	malajalo
malakostrakoj	malakostrakoj
malariologio	malariologio
malgaŝo	malgaŝo
malgrand	malgrand
maligni	maligni
malmio	malmio
malonilo	malonilo
malono	malono
malstromo	malstromo
maltusismo	maltusismo
maluso	maluso
malusoideoj	malusoideoj
malvazio	malvazio
malversacio	malversacio
mamalgio	mamalgio
mamektomio	mamektomio
mamluko	mamluko
mandolo	mandolo
mandorlo	mandorlo
manesoj	manesoj
mangifero	mangifero
mangrovo	mangrovo
manihoto	manihoto
manilkaro	manilkaro
mantro	mantro
marabutejo	marabutejo
marabuto	marabuto
maranto	maranto
marasmio	marasmio
maravedo	maravedo
marelo	marelo
marimbo	marimbo
markio	markio
marmozo	marmozo
marnopetro	marnopetro
marnoŝtono	marnoŝtono
maronito	maronito
maroto	maroto
marsko	marsko
martagono	martagono
marubio	marubio
masoristo	masoristo
masoro	masoro
mastizi	mastizi
mastoidito	mastoidito
matiolo	matiolo
matraso	matraso
matrikario	matrikario
matriĉo	matriĉo
matroso	matroso
maĝori	maĝori
meato	meato
mediacio	mediacio
medianto	medianto
mediastinito	mediastinito
mediastino	mediastino
mediato	mediato
mediologio	mediologio
medolektomio	medolektomio
medolopatio	medolopatio
medolpatio	medolpatio
megalo	megalo
megaterio	megaterio
meharisto	meharisto
meharo	meharo
mejbomito	mejbomito
mejoza	mejoza
mejozo	mejozo
mekonio	mekonio
melaleŭko	melaleŭko
melanemio	melanemio
melanismo	melanismo
melano	melano
melanomo	melanomo
melaŝo	melaŝo
melbo	melbo
meleagreno	meleagreno
meleno	meleno
melitokokozo	melitokokozo
meliŝo	meliŝo
melomaneco	melomaneco
melomanio	melomanio
melomano	melomano
meloo	meloo
menado	menado
mendela	mendela
menianto	menianto
menispermo	menispermo
menonito	menonito
menstrŭo	menstrŭo
mentano	mentano
menuvero	menuvero
menŝo	menŝo
menŭo	menŭo
merbromino	merbromino
mercerizi	mercerizi
meretrici	meretrici
meretrico	meretrico
meristemo	meristemo
merkaptano	merkaptano
merkapto	merkapto
merlanĝo	merlanĝo
merleno	merleno
mero	mero
meromorfa	meromorfa
meromorfio	meromorfio
merostomoj	merostomoj
merulio	merulio
merĝo	merĝo
mesentero	mesentero
mesoentero	mesoentero
mesoo	mesoo
metadono	metadono
metafazo	metafazo
metakarpa	metakarpa
metalepso	metalepso
metalingvo	metalingvo
metalografio	metalografio
metamereco	metamereco
metamero	metamero
metanalo	metanalo
metastazo	metastazo
metazoo	metazoo
meteno	meteno
meteorito	meteorito
meteoroido	meteoroido
metionino	metionino
metoksilo	metoksilo
metoksio	metoksio
metopo	metopo
metrio	metrio
metrito	metrito
metroksilo	metroksilo
mezanto	mezanto
mezembrianto	mezembrianto
mezenkimo	mezenkimo
mezereo	mezereo
mezocefalo	mezocefalo
mezokarpo	mezokarpo
mezomereco	mezomereco
mezomerismo	mezomerismo
mezomero	mezomero
mezozooj	mezozooj
mezumi	mezumi
meĥanisto	meĥanisto
meĥanizi	meĥanizi
meĥanografio	meĥanografio
meĥanografo	meĥanografo
meĥanoterapio	meĥanoterapio
miaĵo	miaĵo
micelo	micelo
miceto	miceto
micetologio	micetologio
micetozo	micetozo
midraŝo	midraŝo
midriaziga	midriaziga
midriazo	midriazo
midzado	midzado
midzi	midzi
midŝipmano	midŝipmano
migalo	migalo
migdalino	migdalino
migmatito	migmatito
mihrabo	mihrabo
miito	miito
mijozo	mijozo
mikobakterio	mikobakterio
mikologio	mikologio
mikologo	mikologo
mikoplasmaloj	mikoplasmaloj
mikoplasmo	mikoplasmo
mikoplasmoj	mikoplasmoj
mikorizo	mikorizo
mikrobicido	mikrobicido
mikrobologio	mikrobologio
mikrolita	mikrolita
mikrolito	mikrolito
mikropilo	mikropilo
mikroskopio	mikroskopio
mikrosporozo	mikrosporozo
mikroto	mikroto
miks	miks
miksedemo	miksedemo
miksino	miksino
miksinoformaj	miksinoformaj
miksomatozo	miksomatozo
miksomicetoj	miksomicetoj
miksomikotoj	miksomikotoj
miksta	miksta
mileego	mileego
milenarismo	milenarismo
mileniismo	mileniismo
milenio	milenio
miliara	miliara
mimulo	mimulo
minca	minca
minestrono	minestrono
minstrelo	minstrelo
minutatoro	minutatoro
minuŝ	minuŝ
mio	mio
miokardio	miokardio
miokastoro	miokastoro
miomo	miomo
miono	miono
miopatio	miopatio
mioziga	mioziga
miozino	miozino
miozo	miozo
mirabilo	mirabilo
miria	miria
miringito	miringito
miringo	miringo
miringotomio	miringotomio
mirlitono	mirlitono
mirmekofagedoj	mirmekofagedoj
mirmidono	mirmidono
mirobolano	mirobolano
miroksilo	miroksilo
mirtacoj	mirtacoj
misterio	misterio
misulo	misulo
misĥanto	misĥanto
mitokondrio	mitokondrio
mitridatizi	mitridatizi
miĉelo	miĉelo
mjelino	mjelino
mjelopatio	mjelopatio
mks	mks
mksa	mksa
mobilo	mobilo
mocarelo	mocarelo
mocio	mocio
moderatoro	moderatoro
modilono	modilono
molaedoj	molaedoj
molao	molao
molaso	molaso
molinio	molinio
molio	molio
molvo	molvo
momordiko	momordiko
monardo	monardo
monazito	monazito
monelmetalo	monelmetalo
monelo	monelo
monilio	monilio
monodelfo	monodelfo
monofizita	monofizita
monofizito	monofizito
monoftongo	monoftongo
monomorfio	monomorfio
monosoma	monosoma
monstero	monstero
monstranco	monstranco
morao	morao
mordvo	mordvo
moreloj	moreloj
morfio	morfio
morfogenezo	morfogenezo
mortadelo	mortadelo
mortalo	mortalo
morteco	morteco
mortideva	mortideva
mortinda	mortinda
morulo	morulo
morŭo	morŭo
moskatelo	moskatelo
motaciledoj	motaciledoj
moteo	moteo
moteto	moteto
moveco	moveco
mozaraba	mozaraba
mozarabo	mozarabo
mozasaŭro	mozasaŭro
mudaĵo	mudaĵo
mudeĥara	mudeĥara
mudeĥaro	mudeĥaro
mudi	mudi
mudighormono	mudighormono
mudigi	mudigi
mudo	mudo
muestri	muestri
muestro	muestro
mugeto	mugeto
mugiloidoj	mugiloidoj
mugo	mugo
mukoraloj	mukoraloj
mukoro	mukoro
mukro	mukro
muletao	muletao
multipleksoro	multipleksoro
multipleto	multipleto
mumeo	mumeo
mungidoj	mungidoj
muo	muo
murbo	murbo
murekso	murekso
murzo	murzo
musako	musako
muscikapo	muscikapo
musendo	musendo
muskardeno	muskardeno
muskardino	muskardino
muskolozo	muskolozo
muslio	muslio
muslo	muslo
mustango	mustango
musterio	musterio
mutaciinto	mutaciinto
muzido	muzido
muzikalo	muzikalo
nafteno	nafteno
naftilo	naftilo
nagario	nagario
naivisto	naivisto
najlizi	najlizi
nanduo	nanduo
naneco	naneco
nanismo	nanismo
naoso	naoso
napelo	napelo
nardostakio	nardostakio
narkoanalizo	narkoanalizo
narkolepsio	narkolepsio
narkotika	narkotika
